Smiles,Standard Value,Standard Units,pIC50,Molecule ChEMBL ID
C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,50.0,nM,7.3,CHEMBL3633142
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,1.0,nM,9.0,CHEMBL1614725
OCCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,8.83,nM,8.05,CHEMBL4089892
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,90.0,nM,7.05,CHEMBL554
CN(C)CCn1ccc2cc(Nc3nccc(-c4sc(NS(=O)(=O)c5ccc(F)cc5)nc4-c4ccc(F)cc4)n3)ccc21,15.0,nM,7.82,CHEMBL5440481
CCN(CC)CCn1ccc2cc(Nc3nccc(-c4sc(C5CCN(S(=O)(=O)CC)CC5)nc4-c4ccc(F)cc4)n3)ccc21,34.0,nM,7.47,CHEMBL5414792
C=CC(=O)Nc1cccc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c1,37.0,nM,7.43,CHEMBL3678960
COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccnc(Cl)c2)cc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,743.0,nM,6.13,CHEMBL5173534
COc1cc(N(C)CCN(C)C)c(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,360.0,nM,6.44,CHEMBL5203821
COc1cc(N(C)CCN(C)C)c(NC(=O)c2ncccn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,30.0,nM,7.52,CHEMBL5199169
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,3388.44,nM,5.47,CHEMBL119156
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,707.95,nM,6.15,CHEMBL119987
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCCC1.Cl,100.0,nM,7.0,CHEMBL2448067
C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1,8.0,nM,8.1,CHEMBL4650281
C=CC(=O)Nc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCN(C(C)=O)CC1,13.0,nM,7.89,CHEMBL3671482
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC,96.0,nM,7.02,CHEMBL3671503
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(C)C,128.0,nM,6.89,CHEMBL3671521
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,71.0,nM,7.15,CHEMBL299672
CCC(=O)N1CCC[C@@H](N2CC(c3cccc(F)c3Cl)=C(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,27.5,nM,7.56,CHEMBL5206600
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n([C@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,18.0,nM,7.75,CHEMBL4795878
CCC1CCN(c2ccc(-c3cc(F)c4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3ncn5c3CCC5)C4)cc2)CC1,4.0,nM,8.4,CHEMBL5190204
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,5.0,nM,8.3,CHEMBL7917
CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,190020.3,nM,3.7212000005890307,CHEMBL116525
CCNC(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC,77.0,nM,7.11,CHEMBL5415613
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,33.0,nM,7.48,CHEMBL939
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,170.0,nM,6.77,CHEMBL2011291
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,91.0,nM,7.04,CHEMBL2011291
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,1400.0,nM,5.85,CHEMBL2011291
O=C(Cc1ccccc1)Nc1cccc(-c2nc3n(c2-c2ccnc(Nc4ccc(N5CCOCC5)cc4)n2)CCS3)c1,35.5,nM,7.45,CHEMBL5182231
C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccc(F)cc4)ccn3)cc2)c(C(N)=O)n1N,113.0,nM,6.95,CHEMBL4863913
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,3.8,nM,8.42,CHEMBL96780
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(CC)CC)cc23)c1,1791.0,nM,5.75,CHEMBL3960332
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,92.0,nM,7.04,CHEMBL180022
CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC,130.0,nM,6.89,CHEMBL115187
Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccccc3)c12,15070.0,nM,4.82,CHEMBL1093099
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,120.0,nM,6.92,CHEMBL178654
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CC)cc3)c2c1,3200.0,nM,5.5,CHEMBL3133909
CCOC(=O)c1c(-n2ccnc2)nc2ccc(Br)cc2c1N1CCN(c2ccccc2NS(=O)(=O)c2ccc(F)c(F)c2)CC1,159.0,nM,6.8,CHEMBL5438940
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccc(F)cc23)c1,1.3,nM,8.89,CHEMBL5404639
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)nc3ccsc23)CC1,9.664,nM,8.02,CHEMBL5181848
COc1cc(N2CCC(N(C)C)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,0.9,nM,9.05,CHEMBL5094480
CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,15.0,nM,7.82,CHEMBL4521381
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@@H](C)CO)c23)c1,71.0,nM,7.15,CHEMBL5437252
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)cc23)c1,390.0,nM,6.41,CHEMBL3741768
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,900.0,nM,6.05,CHEMBL2403108
CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3C(F)F)nc21,370.0,nM,6.43,CHEMBL3758739
Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCC(=O)NO)nn5)cc34)cc2C)cn1,6.4,nM,8.19,CHEMBL3930762
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,22800.0,nM,4.64,CHEMBL939
Brc1cccc(Nc2ncnc3ncccc23)c1,688.0,nM,6.16,CHEMBL54475
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC)n3)[nH]c12,0.9,nM,9.05,CHEMBL5077776
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.8,nM,9.1,CHEMBL180022
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,10.0,nM,8.0,CHEMBL94061
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,300.0,nM,6.52,CHEMBL268868
C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N(C)CCN(C)C,280.6,nM,6.55,CHEMBL4162767
N#CC(C#N)=C1CCc2cc(O)c(O)cc21,500.0,nM,6.3,CHEMBL293584
CCc1c(C(=O)NC(CO)Cc2ccccc2)[nH]c2ccc(C(F)(F)F)cc12,900.0,nM,6.05,CHEMBL4207316
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,10.0,nM,8.0,CHEMBL554
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,30.0,nM,7.52,CHEMBL553
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,5.5,nM,8.26,CHEMBL4212884
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,2.5,nM,8.6,CHEMBL4215076
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,57.7,nM,7.24,CHEMBL4217992
COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1.79,nM,8.75,CHEMBL4086056
Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,4.18,nM,8.38,CHEMBL3787344
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,12000.0,nM,4.92,CHEMBL2426277
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(CCN5CCN(C)CC5)cc4)nc32)C1,41.3,nM,7.38,CHEMBL3087194
C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccccc4)nc32)C1,235.4,nM,6.63,CHEMBL3087197
Cc1ccccc1-c1nnc(SCc2ccccc2)o1,5720.0,nM,5.24,CHEMBL1440725
COc1cc2ncnc(Nc3cc(Cl)c(F)cc3O)c2cc1O,11.5,nM,7.94,CHEMBL5206697
COc1cc2ncnc3c2cc1OCCCCCCOc1cc(F)c(Cl)cc1N3,235.5,nM,6.63,CHEMBL5208312
COc1cc2ncnc3c2cc1OCCOCCOCCOc1ccc(Cl)cc1N3,0.3,nM,9.52,CHEMBL5206110
COc1cc2ncnc3c2cc1OCCOCCOCCOc1cccc(Cl)c1N3,32.6,nM,7.49,CHEMBL5194285
COc1cc2ncnc3c2cc1OCCOCCOCCOc1cc(F)c(Cl)cc1N3,2.8,nM,8.55,CHEMBL5180914
COc1cc2ncnc3c2cc1OCCOCCOc1ccccc1N3,1681.0,nM,5.77,CHEMBL5185330
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@@H]1CCCN1C,57.0,nM,7.24,CHEMBL5270335
CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1,42600.0,nM,4.37,CHEMBL2047245
C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3Cl)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,11.0,nM,7.96,CHEMBL5075594
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC,45.0,nM,7.346787486224656,CHEMBL3353412
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,262.3,nM,6.58,CHEMBL3545308
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.5,nM,9.3,CHEMBL1873475
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1.9,nM,8.72,CHEMBL3353410
COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,1700.0,nM,5.77,CHEMBL505896
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,210.0,nM,6.68,CHEMBL3353410
COc1cc2c(Nc3ccc(Oc4ccccc4)cc3Br)ncnc2cc1OCC1CCN(C)CC1,952.0,nM,6.02,CHEMBL5290503
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.4,nM,8.13,CHEMBL31965
CS(=O)(=O)CCN(Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)C(=O)CCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,10.52,nM,7.98,CHEMBL5094282
CC(OC(=O)CCCC(=O)N(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1cc2c(o1)C(=O)c1ccccc1C2=O,7.36,nM,8.13,CHEMBL5079998
COc1cc(N2CCOCC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,5.6,nM,8.25,CHEMBL5081299
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(SCCCN4CCOCC4)cc3)ncc2Cl)c1,27.5,nM,7.56,CHEMBL5196024
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,70.0,nM,7.16,CHEMBL939
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)cnc1N1CCC(N2CCN(C)CC2)CC1,2.1,nM,8.68,CHEMBL5087931
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)C3CC3)c3ccccc23)n1,32.6,nM,7.49,CHEMBL5200598
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3C)ncc2Cl)c2ccccc21,16.3,nM,7.79,CHEMBL5180778
CC(C)(/C=C(/C#N)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21)N1CCOCC1,3000.0,nM,5.52,CHEMBL5184084
CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,6.0,nM,8.22,CHEMBL3963723
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1,25.0,nM,7.6,CHEMBL3981551
C=CC(=O)NCCCn1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,525.0,nM,6.28,CHEMBL3966111
COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCCCC1,16.0,nM,7.8,CHEMBL3958482
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,10.0,nM,8.0,CHEMBL3969056
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,700.0,nM,6.16,CHEMBL53898
C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)c1,57.8,nM,7.24,CHEMBL3806145
CCOc1cc2ncnc(Nc3ccc(C)c(Cl)c3)c2c2c1OCCO2,6.7,nM,8.17,CHEMBL3804868
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,35.0,nM,7.46,CHEMBL1173655
CC(C)c1nn(C(C)C)c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc12,2400.0,nM,5.62,CHEMBL5281446
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,20.0,nM,7.7,CHEMBL3944027
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Cl)c1,650.0,nM,6.19,CHEMBL3903707
COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,3300.0,nM,5.48,CHEMBL242740
Cc1c(C#Cc2ccc(CN3CCC(CO)CC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12,2.0,nM,8.7,CHEMBL5177023
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,3.82,nM,8.42,CHEMBL1229592
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,907.0,nM,6.04,CHEMBL553
C=CC(=O)Nc1ccccc1Nc1ncnc2cc(OC)c(OCCN3CCOCC3)cc12,4.3,nM,8.37,CHEMBL5283875
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,20.0,nM,7.7,CHEMBL3545308
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,4.0,nM,8.4,CHEMBL1173655
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCN4CCOCC4)cc23)c1,208.9,nM,6.68,CHEMBL5281903
CC[C@@H](C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,57.0,nM,7.24,CHEMBL5280589
CC(C)n1nc(N)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,14.0,nM,7.85,CHEMBL5280555
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,65.0,nM,7.19,CHEMBL507329
COc1ccc(N2C(=O)CS/C2=N/Nc2nncc3ccccc23)cc1,36.0,nM,7.44,CHEMBL3974626
C(=C/c1ccccc1)\C(=N\Nc1nncc2ccccc12)c1ccccc1,5.6,nM,8.25,CHEMBL3903713
CCC/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,7.5,nM,8.12,CHEMBL4464589
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,2400.0,nM,5.62,CHEMBL77030
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,280.0,nM,6.55,CHEMBL939
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,2800.0,nM,5.55,CHEMBL2011291
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,6.7,nM,8.17,CHEMBL939
O=C(Nc1nccs1)C(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cc(-c3ccc(N4CCOCC4)cc3)c(Cl)c2n1,6.0,nM,8.22,CHEMBL5208056
COc1cc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc(OC)c1,315.0,nM,6.5,CHEMBL4439933
CN(C)CCn1ccc2cc(Nc3nccc(-n4ccc(-c5ccc(F)cc5)n4)n3)ccc21,409.0,nM,6.39,CHEMBL5424597
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc([N+](=O)[O-])c2)n1,8870.0,nM,5.05,CHEMBL4205869
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2[N+](=O)[O-])n1,9350.0,nM,5.03,CHEMBL4211322
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc([N+](=O)[O-])cc2)n1,9970.0,nM,5.0,CHEMBL4208167
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)COCc3ccccc3)cc2)n1,940.0,nM,6.03,CHEMBL4211573
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)/C=C/CN(C)C)n1,12020.0,nM,4.92,CHEMBL4202780
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc([N+](=O)[O-])cc2)n1,12030.0,nM,4.92,CHEMBL4208167
Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1ccn2ccnc2c1,2.31,nM,8.64,CHEMBL5192750
Cc1cc(Nc2c(C#N)cnc3ccc(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1cc2nncn2cn1,3.13,nM,8.5,CHEMBL5209046
Nc1ccc2ncnc(Nc3ccc4c(ccn4Cc4cccc(Cl)c4)c3)c2c1,8.38,nM,8.08,CHEMBL5194966
C=CC(=O)N1CCCCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,13.2,nM,7.88,CHEMBL5272747
C=CC(=O)N1CCCCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,25.2,nM,7.6,CHEMBL5272747
C=CC(=O)N1CCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1c(OCCCF)cc2F,25.7,nM,7.59,CHEMBL5266919
COCCOc1ccc(-c2cc3c(N(C)Cc4ccccc4)ncnc3[nH]2)cc1,67.0,nM,7.17,CHEMBL5439547
COCCOCCOCCOc1ccc(-c2cc3c(N(C)Cc4ccccc4)ncnc3[nH]2)cc1,45.0,nM,7.35,CHEMBL5406771
CC(C)N(Cc1ccccc1)c1ncnc2[nH]c(-c3ccc(CO)cc3)cc12,4.5,nM,8.35,CHEMBL5404799
C[C@H](c1ccccc1)N(C)c1ncnc2[nH]c(-c3ccc(CO)cc3)cc12,22.0,nM,7.66,CHEMBL5440766
[2H]C([2H])([2H])N(Cc1ccccc1)c1ncnc2[nH]c(-c3ccc(CO)cc3)cc12,17.0,nM,7.77,CHEMBL5398686
Cc1cccc(CN(C)c2ncnc3[nH]c(-c4ccc(CO)cc4)cc23)c1,133.0,nM,6.88,CHEMBL5406924
O=C(O)/C=C/c1ccc(O)cc1,3000000.0,nM,2.5228787452803374,CHEMBL66879
CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(F)cc3)c3c(N)ncnc32)C1,5000.0,nM,5.3,CHEMBL4103121
C=CC(=O)N1CCC[C@@H](n2nc(C#CC3CCCC3)c3c(N)ncnc32)C1,60.0,nM,7.22,CHEMBL4082783
C=CC(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1,2.0,nM,8.7,CHEMBL4103201
C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,8.0,nM,8.1,CHEMBL1272061
O=C(N/N=C/c1cnc(N2CCCC2)nc1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,8.4,nM,8.08,CHEMBL5400539
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CCl,0.87,nM,9.06,CHEMBL4440618
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1ncc[nH]1,0.62,nM,9.21,CHEMBL4526992
COc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1ccc2[nH]ccc2c1,224.0,nM,6.65,CHEMBL5270506
CN1CCN(c2ccc(Nc3nccc(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,49.0,nM,7.31,CHEMBL5267338
C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)cc1,691.0,nM,6.16,CHEMBL2437461
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(Cl)cc4)nc32)c1,49.1,nM,7.31,CHEMBL2437458
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(NC(C)=O)cc4)nc32)c1,12.5,nM,7.9,CHEMBL2437466
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(Cl)cc4)nc32)c1,47.1,nM,7.33,CHEMBL2437458
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,3.8,nM,8.42,CHEMBL1173655
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4ccn(C)c4c3)n2)c(OC)cc1N1CCN(C)CC1,280.4,nM,6.55,CHEMBL5270334
C=CC(=O)Nc1cc(Nc2nccc(Nc3ccc4c(ccn4C)c3)n2)c(OC)cc1N1CCN(C)CC1,26.9,nM,7.57,CHEMBL5286080
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,5.5,nM,8.26,CHEMBL554
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,11.0,nM,7.96,CHEMBL554
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,0.19,nM,9.72,CHEMBL1229592
C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)ccc2O)c1,3310.0,nM,5.48,CHEMBL2047020
O=C(/C=C/c1ccccc1)Nc1ccccc1F,7370.0,nM,5.13,CHEMBL1998736
O=C(NCCCN1CCCC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,4290.0,nM,5.37,CHEMBL2312303
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,6.0,nM,8.22,CHEMBL3647418
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,515.0,nM,6.29,CHEMBL939
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.2,nM,8.92,CHEMBL1873475
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,80.0,nM,7.1,CHEMBL553
Fc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1F,18.9,nM,7.72,CHEMBL4749501
NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,5853.4,nM,5.23,CHEMBL253969
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0.4,nM,9.4,CHEMBL553
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,3180.0,nM,5.5,CHEMBL1230609
Fc1c(I)cccc1Nc1ncnc2cc3c(cc12)OCCO3,13.1,nM,7.88,CHEMBL4759031
